geneId,geneName,bnumber,leftEndPos,rightEndPos,strand
RDBECOLIGNC01232,focA,b0904,953609.0,954466.0,reverse
RDBECOLIGNC01233,rnr,b4179,4406654.0,4409095.0,forward
RDBECOLIGNC01234,yifB,b3765,3948449.0,3949969.0,reverse
RDBECOLIGNC01235,nfsA,b0851,891184.0,891906.0,forward
RDBECOLIGNC01236,tsgA,b3364,3492568.0,3493749.0,forward
RDBECOLIGNC01237,gspB,b3322,3453508.0,3453927.0,reverse
RDBECOLIGNC01238,cmk,b0910,961201.0,961884.0,forward
RDBECOLIGNC01239,waaH,b3615,3789047.0,3790081.0,reverse
RDBECOLIGNC01240,yiaB,b3563,3727407.0,3727748.0,reverse
RDBECOLIGNC01241,fmt,b3288,3434214.0,3435161.0,forward
RDBECOLIGNC01242,hisL,b2018,2089996.0,2090046.0,forward
RDBECOLIGNC01243,ilvL,b3766,3950322.0,3950420.0,forward
RDBECOLIGNC01244,pheL,b2598,2737599.0,2737646.0,forward
RDBECOLIGNC01245,pheM,b1715,1799226.0,1799270.0,reverse
RDBECOLIGNC01246,fruL,b0079,87860.0,87946.0,forward
RDBECOLIGNC01247,trpL,b1265,1323038.0,1323082.0,reverse
RDBECOLIGNC01248,ivbL,b3672,3852890.0,3852988.0,reverse
RDBECOLIGNC01249,tnaC,b3707,3888435.0,3888509.0,forward
RDBECOLIGNC01250,thrL,b0001,190.0,255.0,forward
RDBECOLIGNC01251,pyrL,b4246,4472399.0,4472533.0,reverse
RDBECOLIGNC01252,leuL,b0075,83622.0,83708.0,reverse
RDBECOLIGNC01253,mutL,b4170,4397412.0,4399259.0,forward
RDBECOLIGNC01254,hyfB,b2482,2601818.0,2603836.0,forward
RDBECOLIGNC01255,phnE1,b4583,4322443.0,4323281.0,reverse
RDBECOLIGNC01256,fabZ,b0180,202101.0,202556.0,forward
RDBECOLIGNC01257,glrR,b2554,2687469.0,2688803.0,reverse
RDBECOLIGNC01258,argE,b3957,4153696.0,4154847.0,reverse
RDBECOLIGNC01259,ygbA,b2732,2856453.0,2856806.0,reverse
RDBECOLIGNC01260,mak,b0394,410144.0,411052.0,forward
RDBECOLIGNC01261,preA,b2147,2235265.0,2236500.0,forward
RDBECOLIGNC01262,yeiB,b2152,2241810.0,2242967.0,reverse
RDBECOLIGNC01263,loiP,b2936,3081913.0,3082671.0,forward
RDBECOLIGNC01264,yghA,b3003,3149662.0,3150546.0,forward
RDBECOLIGNC01265,lolB,b1209,1262877.0,1263500.0,reverse
RDBECOLIGNC01266,ispE,b1208,1262026.0,1262877.0,reverse
RDBECOLIGNC01267,wzzE,b3785,3969031.0,3970077.0,forward
RDBECOLIGNC01268,radA,b4389,4625912.0,4627294.0,forward
RDBECOLIGNC01269,dsbA,b3860,4043418.0,4044044.0,forward
RDBECOLIGNC01270,yhdE,b3248,3397785.0,3398378.0,reverse
RDBECOLIGNC01271,rng,b3247,3396326.0,3397795.0,reverse
RDBECOLIGNC01272,ydfA,b1571,1648508.0,1648663.0,forward
RDBECOLIGNC01273,ydfB,b1572,1648665.0,1648793.0,forward
RDBECOLIGNC01274,ydfC,b1573,1648823.0,1649041.0,forward
RDBECOLIGNC01275,ydfD,b1576,1649794.0,1649985.0,forward
RDBECOLIGNC01276,ydfE,b1577,1650078.0,1650998.0,forward
RDBECOLIGNC01277,tatE,b0627,658947.0,659150.0,forward
RDBECOLIGNC01278,lipA,b0628,659251.0,660216.0,reverse
RDBECOLIGNC01279,pdxI,b1406,1474221.0,1475081.0,forward
RDBECOLIGNC01280,ydbD,b1407,1475144.0,1477450.0,forward
RDBECOLIGNC01281,dusB,b3260,3410280.0,3411245.0,forward
RDBECOLIGNC01282,yicR,b3638,3811891.0,3812559.0,reverse
RDBECOLIGNC01283,rhaT,b3907,4099491.0,4100525.0,reverse
RDBECOLIGNC01284,purB,b1131,1190616.0,1191986.0,reverse
RDBECOLIGNC01285,yhdH,b3253,3403484.0,3404458.0,forward
RDBECOLIGNC01286,malS,b3571,3737497.0,3739527.0,forward
RDBECOLIGNC01287,fabD,b1092,1149728.0,1150657.0,forward
RDBECOLIGNC01288,fabG,b1093,1150670.0,1151404.0,forward
RDBECOLIGNC01289,galU,b1236,1291457.0,1292365.0,forward
RDBECOLIGNC01290,nrdR,b0413,433002.0,433451.0,forward
RDBECOLIGNC01291,ribD,b0414,433455.0,434558.0,forward
RDBECOLIGNC01292,ribE,b0415,434647.0,435117.0,forward
RDBECOLIGNC01293,ygfB,b2909,3054866.0,3055444.0,reverse
RDBECOLIGNC01294,ubiH,b2907,3052340.0,3053518.0,reverse
RDBECOLIGNC01295,acnA,b1276,1335831.0,1338506.0,forward
RDBECOLIGNC01296,codA,b0337,356171.0,357454.0,forward
RDBECOLIGNC01297,codB,b0336,354922.0,356181.0,forward
RDBECOLIGNC01298,fdx,b2525,2656748.0,2657083.0,reverse
RDBECOLIGNC01299,gabD,b2661,2791273.0,2792721.0,forward
RDBECOLIGNC01300,gabP,b2663,2794253.0,2795653.0,forward
RDBECOLIGNC01301,ribA,b1277,1338570.0,1339160.0,reverse
RDBECOLIGNC01302,upp,b2498,2620246.0,2620872.0,reverse
RDBECOLIGNC01303,ubiI,b2906,3051115.0,3052317.0,reverse
RDBECOLIGNC01304,ligB,b3647,3819488.0,3821170.0,reverse
RDBECOLIGNC01305,nadR,b4390,4627315.0,4628547.0,forward
RDBECOLIGNC01306,endA,b2945,3090347.0,3091054.0,forward
RDBECOLIGNC01307,lysP,b2156,2247063.0,2248532.0,reverse
RDBECOLIGNC01308,msyB,b1051,1113807.0,1114181.0,reverse
RDBECOLIGNC01309,waaG,b3631,3805943.0,3807067.0,reverse
RDBECOLIGNC01310,waaP,b3630,3805153.0,3805950.0,reverse
RDBECOLIGNC01311,waaQ,b3632,3807064.0,3808098.0,reverse
RDBECOLIGNC01312,ychE,b1242,1298598.0,1299245.0,forward
RDBECOLIGNC01313,mdtG,b1053,1114264.0,1115490.0,reverse
RDBECOLIGNC01314,mnmA,b1133,1192667.0,1193773.0,reverse
RDBECOLIGNC01315,hflD,b1132,1191990.0,1192631.0,reverse
RDBECOLIGNC01316,fliE,b1937,2012700.0,2013014.0,reverse
RDBECOLIGNC01317,fliF,b1938,2013229.0,2014887.0,forward
RDBECOLIGNC01318,waaS,b3629,3804181.0,3805116.0,reverse
RDBECOLIGNC01319,waaB,b3628,3803058.0,3804137.0,reverse
RDBECOLIGNC01320,waaO,b3627,3802039.0,3803058.0,reverse
RDBECOLIGNC01321,waaJ,b3626,3800983.0,3801999.0,reverse
RDBECOLIGNC01322,emrA,b2685,2811427.0,2812599.0,forward
RDBECOLIGNC01323,fliA,b1922,2001070.0,2001789.0,reverse
RDBECOLIGNC01324,fliZ,b1921,2000473.0,2001024.0,reverse
RDBECOLIGNC01325,dinG,b0799,833070.0,835220.0,forward
RDBECOLIGNC01326,murA,b3189,3335235.0,3336494.0,reverse
RDBECOLIGNC01327,gspO,b3335,3465543.0,3466220.0,forward
RDBECOLIGNC01328,bax,b3570,3736353.0,3737177.0,reverse
RDBECOLIGNC01329,asmA,b2064,2139759.0,2141612.0,reverse
RDBECOLIGNC01330,gluQ,b0144,159186.0,160112.0,reverse
RDBECOLIGNC01331,amiB,b4169,4396065.0,4397402.0,forward
RDBECOLIGNC01332,bglH,b3720,3900604.0,3902220.0,reverse
RDBECOLIGNC01333,rob,b4396,4634441.0,4635310.0,reverse
RDBECOLIGNC01334,barA,b2786,2915057.0,2917813.0,forward
RDBECOLIGNC01335,menB,b2262,2375962.0,2376819.0,reverse
RDBECOLIGNC01336,ubiC,b4039,4252506.0,4253003.0,forward
RDBECOLIGNC01337,ubiA,b4040,4253016.0,4253888.0,forward
RDBECOLIGNC01338,pgpC,b2560,2697915.0,2698550.0,reverse
RDBECOLIGNC01339,tadA,b2559,2697354.0,2697857.0,reverse
RDBECOLIGNC01340,mltF,b2558,2695801.0,2697357.0,forward
RDBECOLIGNC01341,folK,b0142,157253.0,157732.0,reverse
RDBECOLIGNC01342,folE,b2153,2242984.0,2243652.0,reverse
RDBECOLIGNC01343,ftsP,b3017,3161257.0,3162669.0,reverse
RDBECOLIGNC01344,plsC,b3018,3162744.0,3163481.0,reverse
RDBECOLIGNC01345,sufA,b1684,1764018.0,1764386.0,reverse
RDBECOLIGNC01346,appB,b0979,1039296.0,1040432.0,forward
RDBECOLIGNC01347,appC,b0978,1037740.0,1039284.0,forward
RDBECOLIGNC01348,glgS,b3049,3191739.0,3191939.0,reverse
RDBECOLIGNC01349,elbB,b3209,3349806.0,3350459.0,reverse
RDBECOLIGNC01350,ahpC,b0605,638945.0,639508.0,forward
RDBECOLIGNC01351,ahpF,b0606,639753.0,641318.0,forward
RDBECOLIGNC01352,yjiV,b4486,4574135.0,4576855.0,forward
RDBECOLIGNC01353,amyA,b1927,2006156.0,2007643.0,forward
RDBECOLIGNC01354,fliS,b1925,2005303.0,2005713.0,forward
RDBECOLIGNC01355,fliT,b1926,2005713.0,2006078.0,forward
RDBECOLIGNC01356,uspA,b3495,3640111.0,3640545.0,forward
RDBECOLIGNC01357,osmY,b4376,4611396.0,4612001.0,forward
RDBECOLIGNC01358,nhaB,b1186,1233176.0,1234717.0,reverse
RDBECOLIGNC01359,dsbB,b1185,1232500.0,1233030.0,reverse
RDBECOLIGNC01360,fabR,b3963,4161067.0,4161771.0,forward
RDBECOLIGNC01361,yijD,b3964,4161771.0,4162130.0,forward
RDBECOLIGNC01362,ubiD,b3843,4024988.0,4026481.0,forward
RDBECOLIGNC01363,hdeA,b3510,3656408.0,3656740.0,reverse
RDBECOLIGNC01364,hdeB,b3509,3655966.0,3656292.0,reverse
RDBECOLIGNC01365,yhiD,b3508,3655255.0,3655902.0,reverse
RDBECOLIGNC01366,psiF,b0384,403281.0,403601.0,forward
RDBECOLIGNC01367,treC,b4239,4463054.0,4464709.0,reverse
RDBECOLIGNC01368,ppx,b2502,2625115.0,2626656.0,forward
RDBECOLIGNC01369,ychF,b1203,1256721.0,1257812.0,reverse
RDBECOLIGNC01370,cydD,b0887,929196.0,930962.0,reverse
RDBECOLIGNC01371,ribC,b1662,1742601.0,1743242.0,reverse
RDBECOLIGNC01372,dadA,b1189,1237571.0,1238869.0,forward
RDBECOLIGNC01373,dadX,b1190,1238879.0,1239949.0,forward
RDBECOLIGNC01374,lpxK,b0915,968366.0,969352.0,forward
RDBECOLIGNC01375,yjgA,b4234,4457314.0,4457865.0,reverse
RDBECOLIGNC01376,glnD,b0167,185978.0,188650.0,reverse
RDBECOLIGNC01377,holA,b0640,670574.0,671605.0,reverse
RDBECOLIGNC01378,holC,b4259,4483837.0,4484280.0,reverse
RDBECOLIGNC01379,holD,b4372,4607803.0,4608216.0,forward
RDBECOLIGNC01380,dps,b0812,848408.0,848911.0,reverse
RDBECOLIGNC01381,nrdD,b4238,4460522.0,4462660.0,reverse
RDBECOLIGNC01382,dcd,b2065,2141634.0,2142215.0,reverse
RDBECOLIGNC01383,bcr,b2182,2278570.0,2279760.0,reverse
RDBECOLIGNC01384,cynR,b0338,357791.0,358690.0,reverse
RDBECOLIGNC01385,inaA,b2237,2348822.0,2349472.0,reverse
RDBECOLIGNC01386,waaU,b3623,3798239.0,3799312.0,reverse
RDBECOLIGNC01387,waaL,b3622,3796948.0,3798207.0,forward
RDBECOLIGNC01388,waaY,b3625,3800267.0,3800965.0,reverse
RDBECOLIGNC01389,waaZ,b3624,3799345.0,3800196.0,reverse
RDBECOLIGNC01390,tktA,b2935,3079644.0,3081635.0,reverse
RDBECOLIGNC01391,sthA,b3962,4159390.0,4160790.0,reverse
RDBECOLIGNC01392,yjaZ,b3989,4189786.0,4190325.0,forward
RDBECOLIGNC01393,roxA,b1128,1187119.0,1188240.0,reverse
RDBECOLIGNC01394,yfeC,b2398,2518467.0,2518811.0,forward
RDBECOLIGNC01395,yfeD,b2399,2518813.0,2519205.0,forward
RDBECOLIGNC01396,msrA,b4219,4441538.0,4442176.0,reverse
RDBECOLIGNC01397,marA,b1531,1619574.0,1619957.0,forward
RDBECOLIGNC01398,marR,b1530,1619120.0,1619554.0,forward
RDBECOLIGNC01399,ahr,b4269,4495190.0,4496209.0,reverse
RDBECOLIGNC01400,plsX,b1090,1147621.0,1148691.0,forward
RDBECOLIGNC01401,yceF,b1087,1146011.0,1146595.0,reverse
RDBECOLIGNC01402,emrB,b2686,2812616.0,2814154.0,forward
RDBECOLIGNC01403,def,b3287,3433690.0,3434199.0,forward
RDBECOLIGNC01404,prlC,b3498,3643140.0,3645182.0,reverse
RDBECOLIGNC01405,gcvT,b2905,3049573.0,3050667.0,reverse
RDBECOLIGNC01406,rpiA,b2914,3058666.0,3059325.0,reverse
RDBECOLIGNC01407,scpA,b2917,3060850.0,3062994.0,forward
RDBECOLIGNC01408,argK,b2918,3062987.0,3063982.0,forward
RDBECOLIGNC01409,csrA,b2696,2818961.0,2819146.0,reverse
RDBECOLIGNC01410,acs,b4069,4285413.0,4287371.0,reverse
RDBECOLIGNC01411,hdfR,b4480,3947128.0,3947967.0,reverse
RDBECOLIGNC01412,maoP,b3764,3948086.0,3948424.0,forward
RDBECOLIGNC01413,wecB,b3786,3970133.0,3971263.0,forward
RDBECOLIGNC01414,wecC,b3787,3971260.0,3972522.0,forward
RDBECOLIGNC01415,rffG,b3788,3972522.0,3973589.0,forward
RDBECOLIGNC01416,rffH,b3789,3973608.0,3974489.0,forward
RDBECOLIGNC01417,rffC,b3790,3974467.0,3975141.0,forward
RDBECOLIGNC01418,wecE,b3791,3975146.0,3976276.0,forward
RDBECOLIGNC01419,wzyE,b3793,3978601.0,3979953.0,forward
RDBECOLIGNC01420,rffM,b3794,3979956.0,3980696.0,forward
RDBECOLIGNC01421,thrP,b3795,3980887.0,3982272.0,forward
RDBECOLIGNC01422,narQ,b2469,2585731.0,2587431.0,forward
RDBECOLIGNC01423,yigE,b4482,4000292.0,4001056.0,reverse
RDBECOLIGNC01424,corA,b3816,4001426.0,4002376.0,forward
RDBECOLIGNC01425,yigF,b3817,4002419.0,4002799.0,reverse
RDBECOLIGNC01426,yigG,b3818,4002813.0,4003193.0,reverse
RDBECOLIGNC01427,rarD,b3819,4003288.0,4004178.0,reverse
RDBECOLIGNC01428,yigI,b3820,4004230.0,4004697.0,reverse
RDBECOLIGNC01429,rhtC,b3823,4007757.0,4008377.0,forward
RDBECOLIGNC01430,rhtB,b3824,4008439.0,4009059.0,reverse
RDBECOLIGNC01431,yigL,b3826,4010200.0,4011000.0,forward
RDBECOLIGNC01432,bioP,b3827,4011076.0,4011975.0,forward
RDBECOLIGNC01433,rmuC,b3832,4017333.0,4018760.0,forward
RDBECOLIGNC01434,ubiE,b3833,4018855.0,4019610.0,forward
RDBECOLIGNC01435,ubiJ,b3834,4019624.0,4020229.0,forward
RDBECOLIGNC01436,ubiB,b3835,4020226.0,4021866.0,forward
RDBECOLIGNC01437,tatC,b3839,4022736.0,4023512.0,forward
RDBECOLIGNC01438,tatD,b4483,4023554.0,4024336.0,forward
RDBECOLIGNC01439,yigZ,b3848,4032492.0,4033106.0,forward
RDBECOLIGNC01440,hemG,b3850,4034608.0,4035153.0,forward
RDBECOLIGNC01441,wzxE,b3792,3976278.0,3977528.0,forward
RDBECOLIGNC01442,pdxH,b1638,1717351.0,1718007.0,reverse
RDBECOLIGNC01443,mliC,b1639,1718066.0,1718395.0,reverse
RDBECOLIGNC01444,csgA,b1042,1104447.0,1104902.0,forward
RDBECOLIGNC01445,gadB,b1493,1570645.0,1572045.0,reverse
RDBECOLIGNC01446,dinF,b4044,4257742.0,4259121.0,forward
RDBECOLIGNC01447,qorA,b4051,4263248.0,4264231.0,reverse
RDBECOLIGNC01448,pabC,b1096,1153300.0,1154109.0,forward
RDBECOLIGNC01449,mltG,b1097,1154112.0,1155134.0,forward
RDBECOLIGNC01450,hdeD,b3511,3656995.0,3657567.0,forward
RDBECOLIGNC01451,prfH,b0236,253702.0,254202.0,forward
RDBECOLIGNC01452,prmA,b3259,3409070.0,3409951.0,forward
RDBECOLIGNC01453,yhdJ,b3262,3411653.0,3412537.0,forward
RDBECOLIGNC01454,yhbE,b3184,3331770.0,3332735.0,reverse
RDBECOLIGNC01455,holB,b1099,1155762.0,1156766.0,forward
RDBECOLIGNC01456,adiA,b4117,4338254.0,4340521.0,reverse
RDBECOLIGNC01457,rcsF,b0196,219591.0,219995.0,reverse
RDBECOLIGNC01458,trmO,b0195,218887.0,219594.0,reverse
RDBECOLIGNC01459,metQ,b0197,220113.0,220928.0,reverse
RDBECOLIGNC01460,holE,b1842,1925108.0,1925338.0,forward
RDBECOLIGNC01461,ftsH,b3178,3325001.0,3326935.0,reverse
RDBECOLIGNC01462,rlmE,b3179,3327035.0,3327664.0,reverse
RDBECOLIGNC01463,sra,b1480,1555826.0,1555963.0,reverse
RDBECOLIGNC01464,mbiA,b0012,10830.0,11315.0,forward
RDBECOLIGNC01465,ppk,b2501,2623044.0,2625110.0,forward
RDBECOLIGNC01466,mogA,b0009,9306.0,9893.0,forward
RDBECOLIGNC01467,satP,b0010,9928.0,10494.0,reverse
RDBECOLIGNC01468,gltF,b3214,3361176.0,3361940.0,forward
RDBECOLIGNC01469,yhcA,b3215,3362112.0,3362786.0,forward
RDBECOLIGNC01470,ycgB,b1188,1235709.0,1237241.0,reverse
RDBECOLIGNC01471,glpX,b3925,4114569.0,4115579.0,reverse
RDBECOLIGNC01472,nikR,b3481,3618588.0,3618989.0,forward
RDBECOLIGNC01473,yhhH,b3483,3623399.0,3623782.0,forward
RDBECOLIGNC01474,ybfA,b0699,729134.0,729340.0,forward
RDBECOLIGNC01475,ybfB,b0702,733776.0,734102.0,forward
RDBECOLIGNC01476,ybfC,b0704,735650.0,736219.0,forward
RDBECOLIGNC01477,ybfD,b0706,738092.0,738853.0,forward
RDBECOLIGNC01478,yhhI,b3484,3624378.0,3625514.0,forward
RDBECOLIGNC01479,ydcC,b1460,1531816.0,1532952.0,forward
RDBECOLIGNC01480,narP,b2193,2290500.0,2291147.0,forward
RDBECOLIGNC01481,fabI,b1288,1350251.0,1351039.0,reverse
RDBECOLIGNC01482,ftsN,b3933,4122380.0,4123339.0,reverse
RDBECOLIGNC01483,fadD,b1805,1888061.0,1889746.0,reverse
RDBECOLIGNC01484,cfa,b1661,1741413.0,1742561.0,forward
RDBECOLIGNC01485,menC,b2261,2375000.0,2375962.0,reverse
RDBECOLIGNC01486,ychH,b1205,1258791.0,1259069.0,forward
RDBECOLIGNC01487,ibpA,b3687,3867009.0,3867422.0,reverse
RDBECOLIGNC01488,ibpB,b3686,3866469.0,3866897.0,reverse
RDBECOLIGNC01489,yidE,b3685,3864612.0,3866273.0,reverse
RDBECOLIGNC01490,yceH,b1067,1126157.0,1126804.0,forward
RDBECOLIGNC01491,yfiC,b2575,2712027.0,2712764.0,reverse
RDBECOLIGNC01492,pyrH,b0171,191855.0,192580.0,forward
RDBECOLIGNC01493,wrbA,b1004,1067112.0,1067708.0,reverse
RDBECOLIGNC01494,kup,b3747,3931316.0,3933184.0,forward
RDBECOLIGNC01495,tesA,b0494,519139.0,519765.0,reverse
RDBECOLIGNC01496,hemE,b3997,4197716.0,4198780.0,forward
RDBECOLIGNC01497,gadE,b3512,3658366.0,3658893.0,forward
RDBECOLIGNC01498,flgL,b1083,1140033.0,1140986.0,forward
RDBECOLIGNC01499,nadC,b0109,117752.0,118645.0,reverse
RDBECOLIGNC01500,rnt,b1652,1728347.0,1728994.0,forward
RDBECOLIGNC01501,lhr,b1653,1729087.0,1733703.0,forward
RDBECOLIGNC01502,pepT,b1127,1185844.0,1187070.0,forward
RDBECOLIGNC01503,hypF,b2712,2835173.0,2837425.0,reverse
RDBECOLIGNC01504,hydN,b2713,2837578.0,2838105.0,reverse
RDBECOLIGNC01505,glmM,b3176,3322733.0,3324070.0,reverse
RDBECOLIGNC01506,stpA,b2669,2798091.0,2798495.0,reverse
RDBECOLIGNC01507,yaaJ,b0007,6529.0,7959.0,reverse
RDBECOLIGNC01508,talB,b0008,8238.0,9191.0,forward
RDBECOLIGNC01509,caiD,b0036,35377.0,36162.0,reverse
RDBECOLIGNC01510,caiC,b0037,36271.0,37824.0,reverse
RDBECOLIGNC01511,caiB,b0038,37898.0,39115.0,reverse
RDBECOLIGNC01512,caiA,b0039,39244.0,40386.0,reverse
RDBECOLIGNC01513,caiT,b0040,40417.0,41931.0,reverse
RDBECOLIGNC01514,fixA,b0041,42403.0,43173.0,forward
RDBECOLIGNC01515,fixB,b0042,43188.0,44129.0,forward
RDBECOLIGNC01516,fixC,b0043,44180.0,45466.0,forward
RDBECOLIGNC01517,fixX,b0044,45463.0,45750.0,forward
RDBECOLIGNC01518,yaaU,b0045,45807.0,47138.0,forward
RDBECOLIGNC01519,kefF,b0046,47246.0,47776.0,forward
RDBECOLIGNC01520,lptD,b0054,54755.0,57109.0,reverse
RDBECOLIGNC01521,djlA,b0055,57364.0,58179.0,forward
RDBECOLIGNC01522,yabI,b0065,71351.0,72115.0,forward
RDBECOLIGNC01523,thiQ,b0066,72229.0,72927.0,reverse
RDBECOLIGNC01524,thiP,b0067,72911.0,74521.0,reverse
RDBECOLIGNC01525,thiB,b0068,74497.0,75480.0,reverse
RDBECOLIGNC01526,leuD,b0071,78848.0,79453.0,reverse
RDBECOLIGNC01527,leuC,b0072,79464.0,80864.0,reverse
RDBECOLIGNC01528,leuB,b0073,80867.0,81958.0,reverse
RDBECOLIGNC01529,greB,b3406,3536812.0,3537288.0,forward
RDBECOLIGNC01530,ybiA,b0798,832468.0,832950.0,reverse
RDBECOLIGNC01531,ybiB,b0800,835248.0,836210.0,forward
RDBECOLIGNC01532,hcxB,b0801,836351.0,837436.0,forward
RDBECOLIGNC01533,gcl,b0507,533916.0,535697.0,forward
RDBECOLIGNC01534,thiC,b3994,4194204.0,4196099.0,reverse
RDBECOLIGNC01535,thiE,b3993,4193569.0,4194204.0,reverse
RDBECOLIGNC01536,thiF,b3992,4192821.0,4193576.0,reverse
RDBECOLIGNC01537,thiG,b3991,4191865.0,4192635.0,reverse
RDBECOLIGNC01538,thiH,b3990,4190735.0,4191868.0,reverse
RDBECOLIGNC01539,lipB,b0630,661637.0,662278.0,reverse
RDBECOLIGNC01540,ybeD,b0631,662379.0,662642.0,reverse
RDBECOLIGNC01541,ybeF,b0629,660425.0,661378.0,reverse
RDBECOLIGNC01542,moaA,b0781,817044.0,818033.0,forward
RDBECOLIGNC01543,moaB,b0782,818055.0,818567.0,forward
RDBECOLIGNC01544,moaD,b0784,819048.0,819293.0,forward
RDBECOLIGNC01545,moaE,b0785,819295.0,819747.0,forward
RDBECOLIGNC01546,marB,b1532,1619989.0,1620207.0,forward
RDBECOLIGNC01547,sseA,b2521,2652494.0,2653339.0,forward
RDBECOLIGNC01548,sseB,b2522,2654157.0,2654933.0,reverse
RDBECOLIGNC01549,glnE,b3053,3196801.0,3199641.0,reverse
RDBECOLIGNC01550,ygiF,b3054,3199664.0,3200965.0,reverse
RDBECOLIGNC01551,smf,b4473,3432436.0,3433560.0,reverse
RDBECOLIGNC01552,smg,b3284,3431991.0,3432464.0,reverse
RDBECOLIGNC01553,kch,b1250,1309016.0,1310269.0,reverse
RDBECOLIGNC01554,yciI,b1251,1310569.0,1310865.0,reverse
RDBECOLIGNC01555,clsA,b1249,1307185.0,1308645.0,reverse
RDBECOLIGNC01556,evgA,b2369,2483755.0,2484369.0,forward
RDBECOLIGNC01557,evgS,b2370,2484374.0,2487967.0,forward
RDBECOLIGNC01558,proP,b4111,4330502.0,4332004.0,forward
RDBECOLIGNC01559,eptA,b4114,4333947.0,4335590.0,reverse
RDBECOLIGNC01560,basS,b4112,4332181.0,4333272.0,reverse
RDBECOLIGNC01561,basR,b4113,4333282.0,4333950.0,reverse
RDBECOLIGNC01562,gdx,b4148,4376875.0,4377192.0,forward
RDBECOLIGNC01563,baeS,b2078,2162876.0,2164279.0,forward
RDBECOLIGNC01564,baeR,b2079,2164276.0,2164998.0,forward
RDBECOLIGNC01565,mfd,b1114,1170518.0,1173964.0,reverse
RDBECOLIGNC01566,rnb,b1286,1346978.0,1348912.0,reverse
RDBECOLIGNC01567,metN,b0199,221614.0,222645.0,reverse
RDBECOLIGNC01568,mdlB,b0449,470636.0,472417.0,forward
RDBECOLIGNC01569,sdaB,b2797,2929576.0,2930943.0,forward
RDBECOLIGNC01570,artP,b0864,903006.0,903734.0,reverse
RDBECOLIGNC01571,artI,b0863,902257.0,902988.0,reverse
RDBECOLIGNC01572,artQ,b0862,901534.0,902250.0,reverse
RDBECOLIGNC01573,artM,b0861,900866.0,901534.0,reverse
RDBECOLIGNC01574,artJ,b0860,899844.0,900575.0,reverse
RDBECOLIGNC01575,potF,b0854,893784.0,894896.0,forward
RDBECOLIGNC01576,potG,b0855,894991.0,896124.0,forward
RDBECOLIGNC01577,potH,b0856,896134.0,897087.0,forward
RDBECOLIGNC01578,potI,b0857,897084.0,897929.0,forward
RDBECOLIGNC01579,nohA,b1548,1635798.0,1636367.0,reverse
RDBECOLIGNC01580,nohD,b0560,580834.0,581379.0,forward
RDBECOLIGNC01581,ydeA,b1528,1617028.0,1618218.0,forward
RDBECOLIGNC01582,marC,b1529,1618243.0,1618908.0,reverse
RDBECOLIGNC01583,eamA,b1533,1620238.0,1621137.0,reverse
RDBECOLIGNC01584,ydeE,b1534,1621332.0,1622519.0,forward
RDBECOLIGNC01585,dgcZ,b1535,1622960.0,1623850.0,reverse
RDBECOLIGNC01586,ydeI,b1536,1624105.0,1624497.0,reverse
RDBECOLIGNC01587,ydeJ,b1537,1624773.0,1625291.0,forward
RDBECOLIGNC01588,psuK,b2166,2258355.0,2259296.0,reverse
RDBECOLIGNC01589,accA,b0185,208621.0,209580.0,forward
RDBECOLIGNC01590,dkgB,b0207,229167.0,229970.0,forward
RDBECOLIGNC01591,yafC,b0208,229967.0,230881.0,reverse
RDBECOLIGNC01592,yafD,b0209,231122.0,231922.0,forward
RDBECOLIGNC01593,yafE,b0210,231926.0,232549.0,forward
RDBECOLIGNC01594,degS,b3235,3382200.0,3383267.0,forward
RDBECOLIGNC01595,cyaY,b3807,3993739.0,3994059.0,reverse
RDBECOLIGNC01596,fliG,b1939,2014880.0,2015875.0,forward
RDBECOLIGNC01597,fliH,b1940,2015868.0,2016554.0,forward
RDBECOLIGNC01598,ybbA,b0495,519733.0,520419.0,forward
RDBECOLIGNC01599,uidB,b1616,1692890.0,1694263.0,reverse
RDBECOLIGNC01600,yedD,b1928,2007677.0,2008090.0,reverse
RDBECOLIGNC01601,yedE,b1929,2008277.0,2009482.0,forward
RDBECOLIGNC01602,yedF,b1930,2009479.0,2009712.0,forward
RDBECOLIGNC01603,yedK,b1931,2009821.0,2010489.0,forward
RDBECOLIGNC01604,slyD,b3349,3477907.0,3478497.0,reverse
RDBECOLIGNC01605,slyX,b3348,3477640.0,3477858.0,forward
RDBECOLIGNC01606,bacA,b3057,3203310.0,3204131.0,reverse
RDBECOLIGNC01607,moaC,b0783,818570.0,819055.0,forward
RDBECOLIGNC01608,atoS,b2219,2320043.0,2321869.0,forward
RDBECOLIGNC01609,atoC,b2220,2321866.0,2323251.0,forward
RDBECOLIGNC01610,atoD,b2221,2323447.0,2324109.0,forward
RDBECOLIGNC01611,atoA,b2222,2324109.0,2324759.0,forward
RDBECOLIGNC01612,atoE,b2223,2324756.0,2326078.0,forward
RDBECOLIGNC01613,atoB,b2224,2326109.0,2327293.0,forward
RDBECOLIGNC01614,folB,b3058,3204221.0,3204589.0,reverse
RDBECOLIGNC01615,plsY,b3059,3204694.0,3205311.0,forward
RDBECOLIGNC01616,panB,b0134,148807.0,149601.0,reverse
RDBECOLIGNC01617,hslV,b3932,4121757.0,4122287.0,reverse
